weight,firstName,middleName,lastName,currentTeamId,birthDate,height,wyId,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.id,passportArea.alpha3code,passportArea.alpha2code,role.code2,role.code3,role.name,birthArea.name,birthArea.id,birthArea.alpha3code,birthArea.alpha2code
81,Joel,,Pereira Castro,9624,28/6/1996,188,237020,right,Joel Castro,9910,Portugal,620,PRT,PT,GK,GKP,Goalkeeper,Switzerland,756,CHE,CH
77,Tyrone,,Mings,1659,19/3/1993,196,239411,left,T. Mings,null,Barbados,52,BRB,BB,DF,DEF,Defender,England,0,XEN,
77,Freddie,,Woodman,1613,4/3/1997,187,240270,right,F. Woodman,2420,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
79,Jaïro,,Riedewald,1628,9/9/1996,182,240559,left,J. Riedewald,null,Suriname,740,SUR,SR,DF,DEF,Defender,Netherlands,528,NLD,NL
80,Lys,,Mousset,1659,8/2/1996,184,245813,right,L. Mousset,null,Senegal,686,SEN,SN,FW,FWD,Forward,France,250,FRA,FR
81,Alfie,,Mawson,1616,19/1/1994,188,246866,right,A. Mawson,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
72,Solly,,March,1651,20/7/1994,180,247248,left,S. March,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
68,DeAndre,,Yedlin,1613,9/7/1993,173,252365,right,D. Yedlin,8134,Latvia,428,LVA,LV,DF,DEF,Defender,United States,840,USA,US
70,Isaiah,,Brown,1630,7/1/1997,182,255935,right,I. Brown,null,Jamaica,388,JAM,JM,FW,FWD,Forward,England,0,XEN,
77,Robert Kenedy,,Nunes do Nascimento,1613,8/2/1996,182,254898,left,Kenedy,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
77,Eric Bertrand ,,Bailly,1611,12/4/1994,187,256998,right,E. Bailly,null,Côte d'Ivoire,384,CIV,CI,DF,DEF,Defender,Côte d'Ivoire,384,CIV,CI
61,Emerson,,Hyndman,8514,9/4/1996,170,259531,right,E. Hyndman,null,Portugal,620,PRT,PT,MD,MID,Midfielder,United States,840,USA,US
73,Erdal,,Rakip,9707,13/2/1996,179,258141,right,E. Rakip,7054,Macedonia FYR,807,MKD,MK,MD,MID,Midfielder,Sweden,752,SWE,SE
73,Georges-Kevin,,N'Koudou Mbida,1624,13/2/1995,175,270828,right,G. N'Koudou,null,Cameroon,120,CMR,CM,FW,FWD,Forward,France,250,FRA,FR
82,Joel,,Coleman,1697,26/9/1995,190,274482,right,J. Coleman,null,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
72,Joe,,Lolley,1642,25/8/1992,178,274488,left,J. Lolley,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
67,Connor,,Mahoney,1618,12/2/1997,175,276059,left,C. Mahoney,2421,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
60,Fousseni,,Diabaté,1631,18/10/1995,175,277002,left,F. Diabaté,null,Mali,466,MLI,ML,FW,FWD,Forward,France,250,FRA,FR
68,Kasey,,Palmer,1621,9/11/1996,175,279709,right,K. Palmer,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
71,Ainsley,,Maitland-Niles,1609,29/8/1997,177,279717,right,A. Maitland-Niles,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
75,Jordan,,Hugill,1620,4/6/1992,183,280157,right,J. Hugill,null,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
70,Matt,,Targett,1619,18/9/1995,183,281135,left,M. Targett,null,England,0,XEN,,DF,DEF,Defender,Scotland,0,XSC,
74,Demarai,,Gray,1631,28/6/1996,180,283142,right,D. Gray,2420,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
80,Oluwatosin,,Adarabioyo,1627,24/9/1997,196,283145,right,T. Adarabioyo,null,Nigeria,566,NGA,NG,DF,DEF,Defender,England,0,XEN,
80,Nikola,,Vlašić,13886,4/10/1997,178,284476,right,N. Vlašić,9598,Croatia,191,HRV,HR,MD,MID,Midfielder,Croatia,191,HRV,HR
74,Jonjoe,,Kenny,1623,15/3/1997,176,286825,right,J. Kenny,2420,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
80,Dominic,,Solanke,1612,14/9/1997,185,286831,right,D. Solanke,2420,Nigeria,566,NGA,NG,FW,FWD,Forward,England,0,XEN,
74,Oliver,,McBurnie,10531,4/6/1996,188,288865,right,O. McBurnie,8664,Scotland,0,XSC,,FW,FWD,Forward,Scotland,0,XSC,
70,Antonio,,Martínez López,751,30/6/1997,187,291231,right,Toni Martínez,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
75,Fikayo,,Tomori,1647,19/12/1997,185,291591,right,F. Tomori,2420,England,0,XEN,,DF,DEF,Defender,Canada,124,CAN,CA
68,Kyle,,Scott,37,22/12/1997,172,291594,right,K. Scott,null,United States,840,USA,US,MD,MID,Midfielder,England,0,XEN,
77,Dodi,,Lukebakio,2502,24/9/1997,187,291528,left,D. Lukebakio,5635,Belgium,56,BEL,BE,MD,MID,Midfielder,Congo DR,180,COD,CD
74,Dominic,,Calvert-Lewin,1623,16/3/1997,176,293687,right,D. Calvert-Lewin,2420,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
67,Jacob,,Murphy,1613,24/2/1995,173,293686,right,J. Murphy,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
81,Reece,,Burke,1672,2/9/1996,189,293823,right,R. Burke,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
70,Sullay,,Kaikai,1628,26/8/1995,178,297258,right,S. Kaikai,null,Sierra Leone,694,SLE,SL,MD,MID,Midfielder,England,0,XEN,
70,Sam,,McQueen,1620,6/2/1995,181,297733,left,S. McQueen,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
71,Lewis,,Cook,1659,3/2/1997,175,302518,right,L. Cook,2420,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
67,Joshua,,Sims,1637,28/3/1997,168,302520,left,J. Sims,2421,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
83,Philip,,Billing,1673,11/6/1996,197,303357,left,P. Billing,7719,Nigeria,566,NGA,NG,MD,MID,Midfielder,Denmark,208,DNK,DK
81,Jarosław,,Jach,4499,17/2/1994,190,330271,left,J. Jach,null,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
79,Mikel,,Merino Zazón,687,22/6/1996,187,339789,left,Mikel Merino,1604,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
82,Tammy,,Abraham,1614,2/10/1997,190,343951,right,T. Abraham,2420,Nigeria,566,NGA,NG,FW,FWD,Forward,England,0,XEN,
74,Oliver,,Burke,1627,7/4/1997,188,346071,right,O. Burke,8671,Scotland,0,XSC,,MD,MID,Midfielder,Scotland,0,XSC,
70,Eddie,,Nketiah,39822,30/5/1999,178,346158,right,E. Nketiah,2421,Ghana,288,GHA,GH,FW,FWD,Forward,England,0,XEN,
0,Joe,,Willock,39822,20/8/1999,179,346159,right,J. Willock,2421,Montserrat,500,MSR,MS,MD,MID,Midfielder,England,0,XEN,
78,Dujon,,Sterling,1640,24/10/1999,180,346135,right,D. Sterling,null,Jamaica,388,JAM,JM,DF,DEF,Defender,England,0,XEN,
77,Trevoh,,Chalobah,1634,5/7/1999,190,346131,right,T. Chalobah,2421,England,0,XEN,,DF,DEF,Defender,Sierra Leone,694,SLE,SL
78,Tom,,Davies,1623,30/6/1998,180,353236,right,T. Davies,2420,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
80,Lukas,,Nmecha,1641,14/12/1998,183,353241,right,L. Nmecha,2421,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
0,Layton,,Ndukwu,39801,7/9/1998,0,353240,left,L. Ndukwu,null,Nigeria,566,NGA,NG,FW,FWD,Forward,England,0,XEN,
76,Dion,,Henry,39916,12/9/1997,191,353927,right,D. Henry,null,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
63,Mason,,Holgate,1623,22/10/1996,184,355937,right,M. Holgate,null,Jamaica,388,JAM,JM,DF,DEF,Defender,England,0,XEN,
69,Sead,,Hakšabanović,683,4/5/1999,174,361843,right,S. Hakšabanović,17371,Montenegro,499,MNE,ME,MD,MID,Midfielder,Sweden,752,SWE,SE
92,Cameron,,Carter-Vickers,10531,31/12/1997,183,357712,right,C. Carter-Vickers,8134,United States,840,USA,US,DF,DEF,Defender,England,0,XEN,
83,Matt,,Butcher,26679,14/5/1997,188,365718,left,M. Butcher,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
70,Josh,,Cullen,1617,7/4/1996,175,365707,right,J. Cullen,8280,Ireland Republic,372,IRL,IE,MD,MID,Midfielder,England,0,XEN,
80,Harry,,Souttar,1639,22/10/1998,198,367326,right,H. Souttar,null,Scotland,0,XSC,,DF,DEF,Defender,Scotland,0,XSC,
71,Kazaiah,,Sterling,39825,9/11/1998,175,368352,right,K. Sterling,null,Jamaica,388,JAM,JM,FW,FWD,Forward,England,0,XEN,
75,Rob,,Holding,1609,20/9/1995,189,370224,right,R. Holding,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
72,Alex,,Palmer,39811,10/8/1996,191,381290,right,A. Palmer,null,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
74,Marcus,,Browne,1683,18/12/1997,179,379203,right,M. Browne,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
73,Grady,,Diangana,1633,19/4/1998,181,379205,left,G. Diangana,null,Congo DR,180,COD,CD,MD,MID,Midfielder,England,0,XEN,
0,Moses,,Makasi,39812,22/9/1995,0,379207,,M. Makasi,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
80,Declan,,Rice,1633,14/1/1999,185,379209,right,D. Rice,8280,Ireland Republic,372,IRL,IE,DF,DEF,Defender,England,0,XEN,
0,Jordi,,Osei-Tutu,39822,2/10/1998,0,397096,right,J. Osei-Tutu,null,Ghana,288,GHA,GH,DF,DEF,Defender,England,0,XEN,
0,Sam,,Hughes,39801,15/4/1997,0,393955,,S. Hughes,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
72,Axel,,Tuanzebe,1614,14/11/1997,185,397163,right,A. Tuanzebe,null,England,0,XEN,,DF,DEF,Defender,Congo DR,180,COD,CD
79,Timothy,,Fosu-Mensah,1616,2/1/1998,190,397168,right,T. Fosu-Mensah,670,Netherlands,528,NLD,NL,DF,DEF,Defender,Netherlands,528,NLD,NL
88,Scott,,McTominay,1611,8/12/1996,193,397174,right,S. McTominay,8664,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
71,Reiss,,Nelson,2482,10/12/1999,176,397098,right,R. Nelson,2420,Zimbabwe,716,ZWE,ZW,MD,MID,Midfielder,England,0,XEN,
65,Domingos,,Quina,1644,18/11/1999,173,399653,right,Domingos Quina,9911,Portugal,620,PRT,PT,MD,MID,Midfielder,Guinea-Bissau,624,GNB,GW
75,Lasse,,Sørensen,1639,21/10/1999,185,399564,right,L. Sørensen,7714,Denmark,208,DNK,DK,MD,MID,Midfielder,Denmark,208,DNK,DK
64,Jayson,,Molumby,39806,6/8/1999,177,399579,right,J. Molumby,null,Ireland Republic,372,IRL,IE,MD,MID,Midfielder,Ireland Republic,372,IRL,IE
75,Jonathan,,Leko,1627,24/4/1999,183,399517,right,J. Leko,null,England,0,XEN,,FW,FWD,Forward,Congo DR,180,COD,CD
73,Jordan,,Williams,1663,22/10/1999,179,399509,right,J. Williams,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
75,Tyrese,,Campbell,1639,28/12/1999,183,399514,left,T. Campbell,null,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
68,Keshi,,Anderson,1656,6/4/1995,175,399708,right,K. Anderson,null,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
76,Alfie,,Whiteman,39825,2/10/1998,186,401050,right,A. Whiteman,null,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
64,Kyle,,Walker-Peters,1624,13/4/1997,174,402884,right,K. Walker-Peters,2420,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
68,Brahim,,Abdelkader Diaz,1625,3/8/1999,170,404397,right,Brahim Diaz,null,Morocco,504,MAR,MA,MD,MID,Midfielder,Spain,724,ESP,ES
80,Konstantinos,,Mavropanos,1609,11/12/1997,192,413002,right,K. Mavropanos,12684,Greece,300,GRC,GR,DF,DEF,Defender,Greece,300,GRC,GR
83,Jack,,Simpson,1659,8/1/1997,178,415747,right,J. Simpson,2420,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
74,Josh,,Tymon,1639,22/5/1999,178,415748,left,J. Tymon,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
64,Hamza,,Choudhury,39801,1/10/1997,178,419784,right,H. Choudhury,null,Bangladesh,50,BGD,BD,MD,MID,Midfielder,England,0,XEN,
78,Ethan,,Ampadu,1610,14/9/2000,182,423162,right,E. Ampadu,10682,Wales,0,XWA,,DF,DEF,Defender,England,0,XEN,
77,Aaron,,Ramsdale,1659,14/5/1998,188,433506,right,A. Ramsdale,null,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
73,Sam,,Field,1627,8/5/1998,185,434159,left,S. Field,2421,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
80,Abdelhamid,,Sabiri,1673,28/11/1996,183,442211,right,A. Sabiri,3155,Germany,276,DEU,DE,MD,MID,Midfielder,Morocco,504,MAR,MA
71,Kane,,Wilson,1652,11/3/2000,178,442310,right,K. Wilson,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
70,Aiden,,O'Neill,8310,4/7/1998,178,447043,right,A. O'Neill,33117,Northern Ireland,0,XNI,,MD,MID,Midfielder,Australia,36,AUS,AU
68,Phil,,Foden,1625,28/5/2000,175,447205,left,P. Foden,2420,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
70,Nathan,,Ferguson,39811,6/10/2000,181,447248,right,N. Ferguson,2417,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
0,Max,,Melbourne,8519,24/10/1998,0,447252,,M. Melbourne,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
64,Rekeem,,Harper,1627,8/3/2000,188,447254,right,R. Harper,2417,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
0,Rayhaan Rahim Amari,,Tulloch,2325,20/1/2001,0,447267,right,R. Tulloch,2415,England,0,XEN,,FW,FWD,Forward,England,0,XEN,
70,Beni,,Baningime,1623,9/9/1998,178,447379,right,B. Baningime,null,England,0,XEN,,MD,MID,Midfielder,Congo DR,180,COD,CD
71,Michael,,Obafemi,1619,6/7/2000,169,447538,right,M. Obafemi,8274,Nigeria,566,NGA,NG,FW,FWD,Forward,Ireland Republic,372,IRL,IE
0,Nathan,,Trott,39812,21/11/1998,0,447762,,N. Trott,2421,England,0,XEN,,GK,GKP,Goalkeeper,Bermuda,60,BMU,BM
0,Joy,,Mukena,39926,3/7/1999,0,447782,,J. Mukena,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
76,Thomas,,Edwards,1639,22/1/1999,175,447812,right,T. Edwards,2421,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
67,Ben,,Johnson,2346,24/1/2000,175,447963,right,B. Johnson,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
76,Tashan,,Oakley-Boothe,39825,14/2/2000,182,447965,right,T. Oakley-Boothe,null,Jamaica,388,JAM,JM,MD,MID,Midfielder,England,0,XEN,
70,Julien,,Ngoy,6411,2/11/1997,185,448038,right,J. Ngoy,5635,Belgium,56,BEL,BE,FW,FWD,Forward,Belgium,56,BEL,BE
66,Harvey,,Barnes,1627,9/12/1997,174,448708,right,H. Barnes,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
79,Callum,,Hudson-Odoi,39798,7/11/2000,182,450826,right,C. Hudson-Odoi,2417,Ghana,288,GHA,GH,MD,MID,Midfielder,England,0,XEN,
69,Juan Marcos,,Foyth,1624,12/1/1998,182,456053,right,J. Foyth,12274,Spain,724,ESP,ES,DF,DEF,Defender,Argentina,32,ARG,AR
72,Aaron,,Wan-Bissaka,1628,26/11/1997,183,486252,right,A. Wan-Bissaka,2421,Congo DR,180,COD,CD,DF,DEF,Defender,England,0,XEN,
68,Carl,,Stewart,39926,2/5/1997,174,487048,,C. Stewart,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
79,Michael,,Folivi,39926,25/2/1998,180,487049,right,M. Folivi,null,Ghana,288,GHA,GH,FW,FWD,Forward,England,0,XEN,
73,Kyle,,Jameson,1749,11/9/1998,186,491343,left,K. Jameson,null,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
66,Nya,,Kirby,39916,31/1/2000,173,497988,right,N. Kirby,2417,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
65,Jason,,Eyenga-Lokilo,3788,17/9/1998,175,520317,left,J. Eyenga-Lokilo,null,Congo DR,180,COD,CD,FW,FWD,Forward,Belgium,56,BEL,BE
71,Levi,,Lumeka,1690,5/9/1998,170,531655,right,L. Lumeka,null,Congo DR,180,COD,CD,FW,FWD,Forward,England,0,XEN,
0,Dwight,,McNeil,40023,22/11/1999,0,532949,,D. McNeil,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
79,Bastian,,Schweinsteiger,7848,1/8/1984,183,14728,right,B. Schweinsteiger,null,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
82,Daniel,,Pudil,1666,27/9/1985,185,21351,left,D. Pudil,11555,Czech Republic,203,CZE,CZ,DF,DEF,Defender,Czech Republic,203,CZE,CZ
64,Neil,,Taylor,1614,7/2/1989,176,77544,left,N. Taylor,null,Wales,0,XWA,,DF,DEF,Defender,Wales,0,XWA,
73,Joe,,Ledley,1647,23/1/1987,183,61963,left,J. Ledley,null,Wales,0,XWA,,MD,MID,Midfielder,Wales,0,XWA,
60,Jonathan,,Williams,1628,9/10/1993,168,8421,right,J. Williams,null,Wales,0,XWA,,MD,MID,Midfielder,England,0,XEN,
64,Jefferson Antonio,,Montero Vite,10531,1/9/1989,169,3599,right,J. Montero,null,Ecuador,218,ECU,EC,MD,MID,Midfielder,Ecuador,218,ECU,EC
76,Shani,,Tarashaj,6411,7/2/1995,176,134911,right,S. Tarashaj,null,Albania,8,ALB,AL,FW,FWD,Forward,Switzerland,756,CHE,CH
68,Clinton Mua,,N'Jie,3771,15/8/1993,175,28123,right,C. N'Jie,null,Cameroon,120,CMR,CM,FW,FWD,Forward,Cameroon,120,CMR,CM
75,Conor,,Masterson,39761,8/9/1998,189,302640,right,C. Masterson,null,Ireland Republic,372,IRL,IE,DF,DEF,Defender,Ireland Republic,372,IRL,IE
65,Ryan,,Kent,8509,11/11/1996,172,343729,right,R. Kent,null,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
90,Graziano,,Pellè,9135,15/7/1985,193,20628,right,G. Pellè,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
60,Stephen,,Quinn,1710,1/4/1986,168,8658,left,S. Quinn,null,Ireland Republic,372,IRL,IE,MD,MID,Midfielder,Ireland Republic,372,IRL,IE
0,Juan,,Cruz Diaz Espósito,710,25/4/2000,0,568583,null,Juan Cruz,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
0,William,,De Camargo,14517,27/2/1999,0,559187,,William,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
0,Daniel,,Rebollo Franco,785,1/1/1999,0,552486,,Rebollo,null,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
0,Miguel Angel,,Rubio Lestan,27310,11/3/1998,0,500200,,Miguel,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
73,Augusto Matías,,Fernández,9171,10/4/1986,177,86623,right,A. Fernández,null,Spain,724,ESP,ES,MD,MID,Midfielder,Argentina,32,ARG,AR
72,Bruno Alexandre,,Vilela Gama,12520,15/11/1987,175,3394,right,Bruno Gama,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Portugal,620,PRT,PT
68,Osvaldo Nicolás Fabián,,Gaitán,9192,23/2/1988,174,70121,left,N. Gaitán,null,Argentina,32,ARG,AR,MD,MID,Midfielder,Argentina,32,ARG,AR
81,Aythami,,Artiles Oliva,709,2/4/1986,185,3372,right,Aythami Artiles,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
79,Nicolás Ezequiel,,Gorosito,685,17/8/1988,186,105024,right,N. Gorosito,null,Slovakia,703,SVK,SK,DF,DEF,Defender,Argentina,32,ARG,AR
69,José Antonio,,García Rabasco,751,29/9/1986,177,4243,right,Verza,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
86,Juan,,Torres Ruiz,714,26/11/1989,186,3468,right,Juan Cala,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
67,Olarenwaju Ayoba,,Kayode,14504,8/5/1993,176,50272,right,O. Kayode,null,Nigeria,566,NGA,NG,FW,FWD,Forward,Nigeria,566,NGA,NG
76,Alejandro,,Arribas Garrido,15420,1/5/1989,182,4329,right,A. Arribas,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
70,Aleksandar,,Katai,7848,6/2/1991,179,127719,right,A. Katai,null,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
74,Cédric,,Bakambu,9130,11/4/1991,182,25472,right,C. Bakambu,null,Congo DR,180,COD,CD,FW,FWD,Forward,France,250,FRA,FR
83,Tiago Manuel,,Dias Correia,713,12/7/1990,190,32601,right,Bebé,null,Cape Verde Islands,132,CPV,CV,MD,MID,Midfielder,Portugal,620,PRT,PT
67,Jonathan,,Viera Ramos,9130,21/9/1989,171,4379,right,Jonathan Viera,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
76,Jonathan,,Rodríguez Menéndez,696,9/7/1991,179,6684,left,Jony,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
75,Álvaro,,García Vázquez,689,27/4/1991,182,3804,right,Álvaro Vázquez,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
71,Hernán Daniel,,Santana Trujillo,697,26/8/1990,181,4366,right,Hernán,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
71,Óscar David,,Romero Villamayor,9134,4/7/1992,176,114055,left,Óscar Romero,15516,Paraguay,600,PRY,PY,MD,MID,Midfielder,Paraguay,600,PRY,PY
65,Miguel Ángel,,Garrido Cifuentes,683,5/10/1990,174,5327,right,Miguel Cifuentes,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
79,Juan José,,Narváez Solarte,708,12/2/1995,181,91122,right,J. Narváez,null,Colombia,170,COL,CO,MD,MID,Midfielder,Colombia,170,COL,CO
67,Robert,,Ibáñez Castro,698,22/3/1993,175,4880,right,Robert Ibañez,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
69,Mamadou,,Koné,683,25/12/1991,176,3711,right,M. Koné,null,Côte d'Ivoire,384,CIV,CI,FW,FWD,Forward,Côte d'Ivoire,384,CIV,CI
72,Andrew,,Hjulsager,692,15/1/1995,175,135113,right,A. Hjulsager,null,Denmark,208,DNK,DK,MD,MID,Midfielder,Denmark,208,DNK,DK
82,Ander,,Cantero Armendáriz,751,9/1/1995,189,6322,left,Ander Cantero,null,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
65,Manuel Jesús,,Vázquez Florido,792,25/1/1991,177,4052,left,Chuli,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
69,Ager,,Aketxe Barrutia,700,30/12/1993,175,167117,left,Ager Aketxe,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
66,Luis Miguel,,Quezada Sánchez,709,11/2/1996,171,217834,left,Luismi Quezada,null,Dominican Republic,214,DOM,DO,DF,DEF,Defender,Spain,724,ESP,ES
70,Roberto,,Olabe del Arco,792,5/5/1996,175,240681,left,Roberto Olabe,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
79,Aldo,,One Esteve,859,5/1/1996,183,247150,left,One,null,Cameroon,120,CMR,CM,DF,DEF,Defender,Spain,724,ESP,ES
70,Matías Nahuel,,Leiva Esquivel,12509,22/11/1996,172,254188,right,Matías Nahuel,null,Spain,724,ESP,ES,MD,MID,Midfielder,Argentina,32,ARG,AR
72,Walter Iván,,Montoya,15408,21/6/1993,172,253551,right,W. Montoya,null,Argentina,32,ARG,AR,MD,MID,Midfielder,Argentina,32,ARG,AR
68,Mario,,González Gutiérrez,862,25/2/1996,182,257006,right,Mario González,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
60,Leonardo Gabriel,,Suárez,690,3/3/1996,167,256854,left,L. Suárez,null,Argentina,32,ARG,AR,MD,MID,Midfielder,Argentina,32,ARG,AR
72,Francisco Borja,,Lasso de la Vega Gayán,680,1/1/1994,178,263092,right,Borja Lasso,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
77,Emanuel,,Cecchini,12056,24/12/1996,180,266312,right,E. Cecchini,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
72,Carlos,,Fernández Luna,677,22/5/1996,185,278324,right,Carlos Fernández,1604,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
69,Enrique,,Fornos Domínguez,859,1/1/1997,181,278248,right,Quique Fornos,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
70,Imanol,,Sarriegi Isasa,16722,27/4/1995,182,279570,right,Imanol Sarriegi,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
0,Sergio,,González Testón,59787,26/5/1995,181,279548,left,Sergi,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
61,Arona,,Sané,9492,21/6/1995,173,279556,right,A. Sané,null,Senegal,686,SEN,SN,MD,MID,Midfielder,Senegal,686,SEN,SN
73,Carles,,Aleñà Castillo,676,5/1/1998,180,282442,left,Carles Aleñà,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
66,Keidi,,Bare,710,28/8/1997,174,286030,right,K. Bare,null,Albania,8,ALB,AL,MD,MID,Midfielder,Albania,8,ALB,AL
77,Alexander,,Mesa Travieso,707,5/2/1995,178,293857,right,Nano,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
72,Daniel,,Molina Orta,718,14/3/1996,183,293856,left,Dani Molina,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
70,Borja,,Herrera González,831,8/1/1993,178,298385,left,Borja Herrera,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
78,Juan,,Soriano Oropesa,680,23/8/1997,185,302547,left,Juan Soriano,null,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
0,Antonio,,Montoro Rodríguez,719,10/5/1997,0,302548,right,Montoro,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
70,José Manuel,,Arnáiz Díaz,712,15/4/1995,175,339857,right,José Arnáiz,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
69,Álvaro,,Tejero Sacristán,685,20/7/1996,174,344104,right,Álvaro Tejero,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
